19830	Disease::MESH:D054179
19835	Disease::MESH:D006955
19837	Disease::MESH:D014388
19840	Disease::MESH:D018205
19844	Disease::MESH:D012466
19922	Disease::MESH:D053040
19955	Disease::MESH:D013206
19985	Disease::MESH:D029481
19988	Disease::MESH:D018335
20009	Disease::OMIM:121700
20032	Disease::MESH:D017588
20040	Disease::MESH:D012555
20051	Disease::MESH:C562492
20060	Disease::MESH:D017695
20067	Disease::MESH:D000647
20102	Disease::MESH:D008976
20103	Disease::MESH:D018277
20105	Disease::MESH:D008309
20111	Disease::MESH:D000152
20123	Disease::MESH:D008108
20144	Disease::MESH:D003320
20145	Disease::MESH:D047808
20157	Disease::MESH:C580065
20166	Disease::MESH:D003556
20178	Disease::MESH:D006816
20190	Disease::MESH:D012595
20211	Disease::OMIM:604588
20220	Disease::MESH:D005244
20245	Disease::MESH:C585640
20247	Disease::MESH:D006311
20257	Disease::MESH:D020514
20262	Disease::MESH:D017495
20265	Disease::MESH:D012080
20276	Disease::MESH:D003528
20293	Disease::MESH:D010518
20324	Disease::MESH:D004832
20335	Disease::MESH:D018382
20339	Disease::MESH:D009767
20347	Disease::MESH:C536560
20357	Disease::MESH:D054556
20368	Disease::MESH:D000744
20392	Disease::MESH:D009855
20404	Disease::MESH:C565292
20407	Disease::MESH:D044584
20420	Disease::MESH:D019190
20429	Disease::MESH:C537241
20433	Disease::MESH:D016609
20452	Disease::MESH:D010182
20475	Disease::MESH:D054059
20484	Disease::MESH:D007499
20493	Disease::MESH:D000564
20495	Disease::MESH:D005315
20498	Disease::MESH:D017599
20511	Disease::MESH:D012220
20549	Disease::MESH:D009400
20555	Disease::MESH:D018239
20558	Disease::MESH:C537989
20568	Disease::MESH:D014126
20580	Disease::MESH:D015463
20600	Disease::MESH:C562420
20648	Disease::MESH:D003329
20653	Disease::MESH:D045888
20661	Disease::MESH:D002056
